시군구,성별,연령대,동반자유형,평점
경남 산청군,여,50대,가족,4.285714285714286
경남 산청군,여,50대,가족이 아닌 경우,3.972222222222222
경남 산청군,여,60대,가족,4.0
경남 산청군,여,60대,가족이 아닌 경우,4.5
경남 산청군,여,70세 이상,가족,4.133333333333333
경남 산청군,여,70세 이상,가족이 아닌 경우,4.0
경남 양산시,남,15~19세,가족,3.75
경남 양산시,남,15~19세,가족이 아닌 경우,4.0
경남 양산시,남,20대,가족,3.9333333333333327
경남 양산시,남,20대,가족이 아닌 경우,4.083333333333333
경남 양산시,남,30대,가족,4.0625
경남 양산시,남,30대,가족이 아닌 경우,3.9791666666666665
경남 양산시,남,40대,가족,3.9012345679012346
경남 양산시,남,40대,가족이 아닌 경우,4.0
경남 양산시,남,50대,가족,4.05
경남 양산시,남,50대,가족이 아닌 경우,4.033333333333333
경남 양산시,남,60대,가족,4.041666666666666
경남 양산시,남,60대,가족이 아닌 경우,4.083333333333333
경남 양산시,남,70세 이상,가족,4.0
경남 양산시,남,70세 이상,가족이 아닌 경우,4.0
경남 양산시,여,15~19세,가족,3.833333333333333
경남 양산시,여,15~19세,가족이 아닌 경우,4.25
경남 양산시,여,20대,가족,4.095238095238096
경남 양산시,여,20대,가족이 아닌 경우,3.9473684210526314
경남 양산시,여,30대,가족,4.0
경남 양산시,여,30대,가족이 아닌 경우,4.111111111111111
경남 양산시,여,40대,가족,4.0
경남 양산시,여,40대,가족이 아닌 경우,4.03030303030303
경남 양산시,여,50대,가족,3.8833333333333337
경남 양산시,여,50대,가족이 아닌 경우,4.055555555555555
경남 양산시,여,60대,가족,4.153846153846154
경남 양산시,여,60대,가족이 아닌 경우,4.033333333333333
경남 양산시,여,70세 이상,가족,4.111111111111111
경남 양산시,여,70세 이상,가족이 아닌 경우,4.0476190476190474
경남 의령군,남,30대,가족,4.0
경남 의령군,남,30대,가족이 아닌 경우,4.0
경남 의령군,남,40대,가족,4.0
경남 의령군,남,40대,가족이 아닌 경우,4.0
경남 의령군,남,50대,가족,3.5555555555555554
경남 의령군,남,50대,가족이 아닌 경우,3.0
경남 의령군,남,70세 이상,가족,4.111111111111111
경남 의령군,여,30대,가족,3.666666666666667
경남 의령군,여,40대,가족,3.9166666666666665
경남 의령군,여,40대,가족이 아닌 경우,4.0
경남 의령군,여,50대,가족,4.0
경남 의령군,여,60대,가족,3.666666666666667
경남 의령군,여,60대,가족이 아닌 경우,4.0
경남 의령군,여,70세 이상,가족,4.0
경남 의령군,여,70세 이상,가족이 아닌 경우,4.0
경남 진주시,남,15~19세,가족,3.1666666666666665
경남 진주시,남,15~19세,가족이 아닌 경우,4.0
경남 진주시,남,20대,가족,3.833333333333333
경남 진주시,남,20대,가족이 아닌 경우,4.022222222222222
경남 진주시,남,30대,가족,4.222222222222222
경남 진주시,남,30대,가족이 아닌 경우,3.8888888888888893
경남 진주시,남,40대,가족,4.061728395061729
경남 진주시,남,40대,가족이 아닌 경우,3.888888888888889
경남 진주시,남,50대,가족,4.016666666666667
경남 진주시,남,50대,가족이 아닌 경우,4.111111111111112
경남 진주시,남,60대,가족,3.9333333333333336
경남 진주시,남,60대,가족이 아닌 경우,3.8333333333333335
경남 진주시,남,70세 이상,가족,3.9166666666666665
경남 진주시,남,70세 이상,가족이 아닌 경우,3.666666666666667
경남 진주시,여,15~19세,가족,4.0
경남 진주시,여,15~19세,가족이 아닌 경우,4.5
경남 진주시,여,20대,가족,3.6666666666666665
경남 진주시,여,20대,가족이 아닌 경우,4.055555555555555
경남 진주시,여,30대,가족,3.952380952380952
경남 진주시,여,30대,가족이 아닌 경우,4.033333333333333
경남 진주시,여,40대,가족,3.9473684210526314
경남 진주시,여,40대,가족이 아닌 경우,3.8333333333333335
경남 진주시,여,50대,가족,3.972222222222222
경남 진주시,여,50대,가족이 아닌 경우,4.277777777777778
경남 진주시,여,60대,가족,4.041666666666666
경남 진주시,여,60대,가족이 아닌 경우,4.083333333333333
경남 진주시,여,70세 이상,가족,4.111111111111111
경남 진주시,여,70세 이상,가족이 아닌 경우,3.833333333333333
경남 창녕군,남,15~19세,가족,4.0
경남 창녕군,남,15~19세,가족이 아닌 경우,4.166666666666666
경남 창녕군,남,20대,가족,3.833333333333333
경남 창녕군,남,20대,가족이 아닌 경우,3.9333333333333327
경남 창녕군,남,30대,가족,3.9333333333333336
경남 창녕군,남,30대,가족이 아닌 경우,3.5555555555555554
경남 창녕군,남,40대,가족,3.733333333333333
경남 창녕군,남,40대,가족이 아닌 경우,3.6666666666666665
경남 창녕군,남,50대,가족,3.9166666666666665
경남 창녕군,남,50대,가족이 아닌 경우,4.2
경남 창녕군,남,60대,가족,4.0
경남 창녕군,남,60대,가족이 아닌 경우,3.8095238095238098
경남 창녕군,남,70세 이상,가족이 아닌 경우,3.3333333333333335
경남 창녕군,여,20대,가족,4.166666666666666
경남 창녕군,여,20대,가족이 아닌 경우,4.0
경남 창녕군,여,30대,가족,4.055555555555555
경남 창녕군,여,30대,가족이 아닌 경우,4.0
경남 창녕군,여,40대,가족,3.6666666666666665
경남 창녕군,여,40대,가족이 아닌 경우,3.6666666666666665
경남 창녕군,여,50대,가족,4.111111111111111
경남 창녕군,여,50대,가족이 아닌 경우,4.166666666666666
경남 창녕군,여,60대,가족,3.5555555555555554
경남 창녕군,여,60대,가족이 아닌 경우,4.125
경남 창녕군,여,70세 이상,가족,3.8333333333333335
경남 창녕군,여,70세 이상,가족이 아닌 경우,3.8888888888888893
경남 창원시,남,15~19세,가족,3.6666666666666665
경남 창원시,남,15~19세,가족이 아닌 경우,4.083333333333333
경남 창원시,남,20대,가족,4.0
경남 창원시,남,20대,가족이 아닌 경우,4.148148148148149
경남 창원시,남,30대,가족,4.111111111111112
경남 창원시,남,30대,가족이 아닌 경우,4.2
경남 창원시,남,40대,가족,4.133333333333334
경남 창원시,남,40대,가족이 아닌 경우,3.9444444444444446
경남 창원시,남,50대,가족,3.976190476190476
경남 창원시,남,50대,가족이 아닌 경우,4.0606060606060606
경남 창원시,남,60대,가족,4.0
경남 창원시,남,60대,가족이 아닌 경우,3.8888888888888893
경남 창원시,남,70세 이상,가족,4.166666666666667
경남 창원시,남,70세 이상,가족이 아닌 경우,3.833333333333333
경남 창원시,여,15~19세,가족,4.0
경남 창원시,여,15~19세,가족이 아닌 경우,3.8333333333333335
경남 창원시,여,20대,가족,4.055555555555555
경남 창원시,여,20대,가족이 아닌 경우,4.181818181818182
경남 창원시,여,30대,가족,4.145833333333333
경남 창원시,여,30대,가족이 아닌 경우,3.6666666666666665
경남 창원시,여,40대,가족,4.043478260869565
경남 창원시,여,40대,가족이 아닌 경우,4.0
경남 창원시,여,50대,가족,4.044444444444444
경남 창원시,여,50대,가족이 아닌 경우,4.090909090909091
경남 창원시,여,60대,가족,4.142857142857143
경남 창원시,여,60대,가족이 아닌 경우,4.333333333333333
경남 창원시,여,70세 이상,가족,4.066666666666666
경남 창원시,여,70세 이상,가족이 아닌 경우,4.111111111111111
경남 통영시,남,15~19세,가족,4.0
경남 통영시,남,15~19세,가족이 아닌 경우,4.0
경남 통영시,남,20대,가족,4.083333333333333
경남 통영시,남,20대,가족이 아닌 경우,4.12962962962963
경남 통영시,남,30대,가족,4.022222222222222
경남 통영시,남,30대,가족이 아닌 경우,4.092592592592593
경남 통영시,남,40대,가족,4.081300813008131
경남 통영시,남,40대,가족이 아닌 경우,4.238095238095238
경남 통영시,남,50대,가족,4.172043010752689
경남 통영시,남,50대,가족이 아닌 경우,3.973333333333333
경남 통영시,남,60대,가족,4.1923076923076925
경남 통영시,남,60대,가족이 아닌 경우,4.2
경남 통영시,남,70세 이상,가족,4.055555555555555
경남 통영시,남,70세 이상,가족이 아닌 경우,4.166666666666667
경남 통영시,여,15~19세,가족,4.111111111111111
경남 통영시,여,15~19세,가족이 아닌 경우,3.866666666666667
경남 통영시,여,20대,가족,4.166666666666666
경남 통영시,여,20대,가족이 아닌 경우,4.03125
경남 통영시,여,30대,가족,4.17948717948718
경남 통영시,여,30대,가족이 아닌 경우,4.205128205128205
경남 통영시,여,40대,가족,4.040404040404041
경남 통영시,여,40대,가족이 아닌 경우,4.2631578947368425
경남 통영시,여,50대,가족,4.135416666666667
경남 통영시,여,50대,가족이 아닌 경우,4.232323232323232
경남 통영시,여,60대,가족,4.111111111111111
경남 통영시,여,60대,가족이 아닌 경우,4.166666666666666
경남 통영시,여,70세 이상,가족,4.2
경남 통영시,여,70세 이상,가족이 아닌 경우,3.939393939393939
경남 하동군,남,15~19세,가족,4.0
경남 하동군,남,20대,가족,4.333333333333334
경남 하동군,남,20대,가족이 아닌 경우,4.303030303030304
경남 하동군,남,30대,가족,4.066666666666666
경남 하동군,남,30대,가족이 아닌 경우,4.148148148148149
경남 하동군,남,40대,가족,4.133333333333333
경남 하동군,남,40대,가족이 아닌 경우,4.066666666666667
경남 하동군,남,50대,가족,4.1466666666666665
경남 하동군,남,50대,가족이 아닌 경우,4.222222222222222
경남 하동군,남,60대,가족,4.238095238095238
경남 하동군,남,60대,가족이 아닌 경우,4.0
경남 하동군,남,70세 이상,가족,4.066666666666666
경남 하동군,남,70세 이상,가족이 아닌 경우,4.0
경남 하동군,여,15~19세,가족이 아닌 경우,4.0
경남 하동군,여,20대,가족,4.444444444444445
경남 하동군,여,20대,가족이 아닌 경우,4.233333333333333
경남 하동군,여,30대,가족,4.333333333333333
경남 하동군,여,30대,가족이 아닌 경우,3.8518518518518516
경남 하동군,여,40대,가족,4.294117647058823
경남 하동군,여,40대,가족이 아닌 경우,4.1
경남 하동군,여,50대,가족,4.2745098039215685
경남 하동군,여,50대,가족이 아닌 경우,4.1875
경남 하동군,여,60대,가족,4.142857142857143
경남 하동군,여,60대,가족이 아닌 경우,3.791666666666667
경남 하동군,여,70세 이상,가족,4.296296296296297
경남 하동군,여,70세 이상,가족이 아닌 경우,4.0
경남 함안군,남,15~19세,가족이 아닌 경우,4.333333333333333
경남 함안군,남,20대,가족이 아닌 경우,3.8333333333333335
경남 함안군,남,30대,가족,4.0
경남 함안군,남,30대,가족이 아닌 경우,4.0
경남 함안군,남,40대,가족,4.0
경남 함안군,남,50대,가족,4.0
경남 함안군,남,60대,가족이 아닌 경우,4.0
경남 함안군,여,15~19세,가족이 아닌 경우,4.166666666666666
경남 함안군,여,20대,가족,4.0
경남 함안군,여,20대,가족이 아닌 경우,3.444444444444444
경남 함안군,여,30대,가족,4.0
경남 함안군,여,40대,가족,3.833333333333333
경남 함안군,여,40대,가족이 아닌 경우,3.833333333333333
경남 함안군,여,50대,가족이 아닌 경우,4.0
경남 함안군,여,60대,가족,4.666666666666667
경남 함안군,여,60대,가족이 아닌 경우,4.0
경남 함안군,여,70세 이상,가족이 아닌 경우,4.0
경남 함양군,남,15~19세,가족,4.666666666666667
경남 함양군,남,20대,가족,4.0
경남 함양군,남,20대,가족이 아닌 경우,4.333333333333333
경남 함양군,남,30대,가족이 아닌 경우,3.777777777777778
경남 함양군,남,40대,가족,4.0
경남 함양군,남,40대,가족이 아닌 경우,4.0
경남 함양군,남,50대,가족,4.242424242424242
경남 함양군,남,50대,가족이 아닌 경우,4.0
경남 함양군,남,60대,가족,4.285714285714286
경남 함양군,남,60대,가족이 아닌 경우,4.222222222222222
경남 함양군,남,70세 이상,가족,3.833333333333333
경남 함양군,남,70세 이상,가족이 아닌 경우,4.0
경남 함양군,여,15~19세,가족이 아닌 경우,4.0
경남 함양군,여,20대,가족,4.666666666666667
경남 함양군,여,20대,가족이 아닌 경우,4.0
경남 함양군,여,30대,가족,4.444444444444444
경남 함양군,여,30대,가족이 아닌 경우,4.083333333333333
경남 함양군,여,40대,가족,3.5
경남 함양군,여,40대,가족이 아닌 경우,3.333333333333333
경남 함양군,여,50대,가족,4.0
경남 함양군,여,50대,가족이 아닌 경우,4.142857142857143
경남 함양군,여,60대,가족,3.5555555555555554
경남 함양군,여,60대,가족이 아닌 경우,4.0
경남 함양군,여,70세 이상,가족이 아닌 경우,4.333333333333334
경남 합천군,남,20대,가족,4.0
경남 합천군,남,20대,가족이 아닌 경우,3.833333333333333
경남 합천군,남,30대,가족,4.0
경남 합천군,남,30대,가족이 아닌 경우,3.8666666666666663
경남 합천군,남,40대,가족,4.018518518518518
경남 합천군,남,40대,가족이 아닌 경우,3.777777777777778
경남 합천군,남,50대,가족,4.315789473684211
경남 합천군,남,50대,가족이 아닌 경우,4.095238095238096
경남 합천군,남,60대,가족,3.9583333333333335
경남 합천군,남,60대,가족이 아닌 경우,4.333333333333333
경남 합천군,남,70세 이상,가족,3.3333333333333335
경남 합천군,남,70세 이상,가족이 아닌 경우,4.0
경남 합천군,여,15~19세,가족,4.333333333333333
경남 합천군,여,20대,가족,4.0
경남 합천군,여,20대,가족이 아닌 경우,4.0
경남 합천군,여,30대,가족,3.916666666666667
경남 합천군,여,30대,가족이 아닌 경우,4.0
경남 합천군,여,40대,가족,3.976190476190476
경남 합천군,여,40대,가족이 아닌 경우,3.833333333333333
경남 합천군,여,50대,가족,4.242424242424242
경남 합천군,여,50대,가족이 아닌 경우,4.041666666666667
경남 합천군,여,60대,가족,4.128205128205128
경남 합천군,여,60대,가족이 아닌 경우,4.041666666666667
경남 합천군,여,70세 이상,가족,4.0
경남 합천군,여,70세 이상,가족이 아닌 경우,4.166666666666666
경북 경산시,남,15~19세,가족,4.0
경북 경산시,남,20대,가족,3.6666666666666665
경북 경산시,남,20대,가족이 아닌 경우,3.888888888888889
경북 경산시,남,30대,가족,4.0
경북 경산시,남,30대,가족이 아닌 경우,4.0
경북 경산시,남,40대,가족,4.0
경북 경산시,남,50대,가족,4.111111111111111
경북 경산시,남,50대,가족이 아닌 경우,3.666666666666667
