법정동코드,시군구,성별,연령대,동반자유형,평점
42150,강원특별자치도 강릉시,남,15~19세,가족,4.095238095
42150,강원특별자치도 강릉시,남,15~19세,비가족,4
42150,강원특별자치도 강릉시,남,20대,가족,4.148148148
42150,강원특별자치도 강릉시,남,20대,비가족,4.085545723
42150,강원특별자치도 강릉시,남,30대,가족,4.059360731
42150,강원특별자치도 강릉시,남,30대,비가족,4.116959064
42150,강원특별자치도 강릉시,남,40대,가족,4.082304527
42150,강원특별자치도 강릉시,남,40대,비가족,4.111111111
42150,강원특별자치도 강릉시,남,50대,가족,4.166666667
42150,강원특별자치도 강릉시,남,50대,비가족,4.015151515
42150,강원특별자치도 강릉시,남,60대,가족,4.070707071
42150,강원특별자치도 강릉시,남,60대,비가족,4.119047619
42150,강원특별자치도 강릉시,남,70세 이상,가족,4.063492063
42150,강원특별자치도 강릉시,남,70세 이상,비가족,4.296296296
42150,강원특별자치도 강릉시,여,15~19세,가족,4.142857143
42150,강원특별자치도 강릉시,여,15~19세,비가족,4.111111111
42150,강원특별자치도 강릉시,여,20대,가족,3.985507246
42150,강원특별자치도 강릉시,여,20대,비가족,4.125925926
42150,강원특별자치도 강릉시,여,30대,가족,4.106280193
42150,강원특별자치도 강릉시,여,30대,비가족,4.053763441
42150,강원특별자치도 강릉시,여,40대,가족,4.139917695
42150,강원특별자치도 강릉시,여,40대,비가족,4.047619048
42150,강원특별자치도 강릉시,여,50대,가족,4.172839506
42150,강원특별자치도 강릉시,여,50대,비가족,3.990740741
42150,강원특별자치도 강릉시,여,60대,가족,4.049019608
42150,강원특별자치도 강릉시,여,60대,비가족,4.175438596
42150,강원특별자치도 강릉시,여,70세 이상,가족,4.130952381
42150,강원특별자치도 강릉시,여,70세 이상,비가족,3.880952381
42820,강원특별자치도 고성군,남,15~19세,가족,4.333333333
42820,강원특별자치도 고성군,남,15~19세,비가족,4
42820,강원특별자치도 고성군,남,20대,가족,4.333333333
42820,강원특별자치도 고성군,남,20대,비가족,4.142857143
42820,강원특별자치도 고성군,남,30대,가족,4
42820,강원특별자치도 고성군,남,30대,비가족,4
42820,강원특별자치도 고성군,남,40대,가족,4.037037037
42820,강원특별자치도 고성군,남,40대,비가족,4
42820,강원특별자치도 고성군,남,50대,가족,4.095238095
42820,강원특별자치도 고성군,남,50대,비가족,4.2
42820,강원특별자치도 고성군,남,60대,가족,4.444444444
42820,강원특별자치도 고성군,남,60대,비가족,3.777777778
42820,강원특별자치도 고성군,남,70세 이상,가족,4
42820,강원특별자치도 고성군,남,70세 이상,비가족,3.666666667
42820,강원특별자치도 고성군,여,15~19세,가족,4.111111111
42820,강원특별자치도 고성군,여,20대,가족,3.666666667
42820,강원특별자치도 고성군,여,20대,비가족,4.2
42820,강원특별자치도 고성군,여,30대,가족,3.916666667
42820,강원특별자치도 고성군,여,30대,비가족,4.222222222
42820,강원특별자치도 고성군,여,40대,가족,4.151515152
42820,강원특별자치도 고성군,여,40대,비가족,4.333333333
42820,강원특별자치도 고성군,여,50대,가족,4.1
42820,강원특별자치도 고성군,여,50대,비가족,4.133333333
42820,강원특별자치도 고성군,여,60대,가족,3.933333333
42820,강원특별자치도 고성군,여,60대,비가족,3.888888889
42820,강원특별자치도 고성군,여,70세 이상,가족,4
42820,강원특별자치도 고성군,여,70세 이상,비가족,4.5
42170,강원특별자치도 동해시,남,15~19세,비가족,3
42170,강원특별자치도 동해시,남,20대,가족,3.666666667
42170,강원특별자치도 동해시,남,20대,비가족,4.01754386
42170,강원특별자치도 동해시,남,30대,가족,4.076923077
42170,강원특별자치도 동해시,남,30대,비가족,4.074074074
42170,강원특별자치도 동해시,남,40대,가족,4.074074074
42170,강원특별자치도 동해시,남,40대,비가족,4
42170,강원특별자치도 동해시,남,50대,가족,4.051282051
42170,강원특별자치도 동해시,남,50대,비가족,4.333333333
42170,강원특별자치도 동해시,남,60대,가족,4.111111111
42170,강원특별자치도 동해시,남,60대,비가족,3.777777778
42170,강원특별자치도 동해시,남,70세 이상,가족,4.222222222
42170,강원특별자치도 동해시,남,70세 이상,비가족,4.083333333
42170,강원특별자치도 동해시,여,15~19세,가족,4
42170,강원특별자치도 동해시,여,20대,가족,4
42170,강원특별자치도 동해시,여,20대,비가족,4.181818182
42170,강원특별자치도 동해시,여,30대,가족,4.066666667
42170,강원특별자치도 동해시,여,30대,비가족,4
42170,강원특별자치도 동해시,여,40대,가족,4.097222222
42170,강원특별자치도 동해시,여,40대,비가족,4.066666667
42170,강원특별자치도 동해시,여,50대,가족,4
42170,강원특별자치도 동해시,여,50대,비가족,4.166666667
42170,강원특별자치도 동해시,여,60대,가족,4.238095238
42170,강원특별자치도 동해시,여,60대,비가족,4.095238095
42170,강원특별자치도 동해시,여,70세 이상,가족,4
42170,강원특별자치도 동해시,여,70세 이상,비가족,4
42230,강원특별자치도 삼척시,남,15~19세,가족,4.333333333
42230,강원특별자치도 삼척시,남,20대,가족,4
42230,강원특별자치도 삼척시,남,20대,비가족,4.153846154
42230,강원특별자치도 삼척시,남,30대,가족,4.083333333
42230,강원특별자치도 삼척시,남,30대,비가족,4.181818182
42230,강원특별자치도 삼척시,남,40대,가족,4.2
42230,강원특별자치도 삼척시,남,40대,비가족,4.666666667
42230,강원특별자치도 삼척시,남,50대,가족,4.098039216
42230,강원특별자치도 삼척시,남,50대,비가족,3.952380952
42230,강원특별자치도 삼척시,남,60대,가족,4.222222222
42230,강원특별자치도 삼척시,남,60대,비가족,3.6
42230,강원특별자치도 삼척시,남,70세 이상,가족,4.2
42230,강원특별자치도 삼척시,남,70세 이상,비가족,3.933333333
42230,강원특별자치도 삼척시,여,15~19세,가족,3.8
42230,강원특별자치도 삼척시,여,20대,가족,4.166666667
42230,강원특별자치도 삼척시,여,20대,비가족,4.166666667
42230,강원특별자치도 삼척시,여,30대,가족,4.285714286
42230,강원특별자치도 삼척시,여,30대,비가족,4.142857143
42230,강원특별자치도 삼척시,여,40대,가족,4.296296296
42230,강원특별자치도 삼척시,여,40대,비가족,4.5
42230,강원특별자치도 삼척시,여,50대,가족,4.166666667
42230,강원특별자치도 삼척시,여,50대,비가족,4.033333333
42230,강원특별자치도 삼척시,여,60대,가족,3.958333333
42230,강원특별자치도 삼척시,여,60대,비가족,4.277777778
42230,강원특별자치도 삼척시,여,70세 이상,가족,4.19047619
42230,강원특별자치도 삼척시,여,70세 이상,비가족,4.277777778
42210,강원특별자치도 속초시,남,15~19세,가족,4.060606061
42210,강원특별자치도 속초시,남,15~19세,비가족,4.133333333
42210,강원특별자치도 속초시,남,20대,가족,4
42210,강원특별자치도 속초시,남,20대,비가족,4.050847458
42210,강원특별자치도 속초시,남,30대,가족,4.161111111
42210,강원특별자치도 속초시,남,30대,비가족,4.100775194
42210,강원특별자치도 속초시,남,40대,가족,4.106227106
42210,강원특별자치도 속초시,남,40대,비가족,4.183333333
42210,강원특별자치도 속초시,남,50대,가족,4.138528139
42210,강원특별자치도 속초시,남,50대,비가족,4.135802469
42210,강원특별자치도 속초시,남,60대,가족,4.089430894
42210,강원특별자치도 속초시,남,60대,비가족,4.166666667
42210,강원특별자치도 속초시,남,70세 이상,가족,4.333333333
42210,강원특별자치도 속초시,남,70세 이상,비가족,4.272727273
42210,강원특별자치도 속초시,여,15~19세,가족,4
42210,강원특별자치도 속초시,여,15~19세,비가족,4.666666667
42210,강원특별자치도 속초시,여,20대,가족,4.142857143
42210,강원특별자치도 속초시,여,20대,비가족,4.169934641
42210,강원특별자치도 속초시,여,30대,가족,4.128654971
42210,강원특별자치도 속초시,여,30대,비가족,4.096774194
42210,강원특별자치도 속초시,여,40대,가족,4.114695341
42210,강원특별자치도 속초시,여,40대,비가족,4.098039216
42210,강원특별자치도 속초시,여,50대,가족,4.089552239
42210,강원특별자치도 속초시,여,50대,비가족,4.019607843
42210,강원특별자치도 속초시,여,60대,가족,4.096491228
42210,강원특별자치도 속초시,여,60대,비가족,4.075757576
42210,강원특별자치도 속초시,여,70세 이상,가족,4.106666667
42210,강원특별자치도 속초시,여,70세 이상,비가족,4.138888889
42800,강원특별자치도 양구군,남,15~19세,가족,4
42800,강원특별자치도 양구군,남,30대,가족,4
42800,강원특별자치도 양구군,남,30대,비가족,3.333333333
42800,강원특별자치도 양구군,남,40대,가족,4.166666667
42800,강원특별자치도 양구군,남,50대,가족,4.111111111
42800,강원특별자치도 양구군,남,50대,비가족,3.666666667
42800,강원특별자치도 양구군,남,60대,가족,4.333333333
42800,강원특별자치도 양구군,남,70세 이상,가족,4
42800,강원특별자치도 양구군,여,30대,가족,4
42800,강원특별자치도 양구군,여,30대,비가족,4
42800,강원특별자치도 양구군,여,40대,가족,4.166666667
42800,강원특별자치도 양구군,여,70세 이상,가족,4.5
42830,강원특별자치도 양양군,남,15~19세,가족,4.333333333
42830,강원특별자치도 양양군,남,15~19세,비가족,3.333333333
42830,강원특별자치도 양양군,남,20대,가족,4.333333333
42830,강원특별자치도 양양군,남,20대,비가족,4.307692308
42830,강원특별자치도 양양군,남,30대,가족,3.9
42830,강원특별자치도 양양군,남,30대,비가족,4
42830,강원특별자치도 양양군,남,40대,가족,4.014492754
42830,강원특별자치도 양양군,남,40대,비가족,3.777777778
42830,강원특별자치도 양양군,남,50대,가족,3.960784314
42830,강원특별자치도 양양군,남,50대,비가족,4.111111111
42830,강원특별자치도 양양군,남,60대,가족,4.142857143
42830,강원특별자치도 양양군,남,60대,비가족,4.416666667
42830,강원특별자치도 양양군,남,70세 이상,가족,4.166666667
42830,강원특별자치도 양양군,남,70세 이상,비가족,4.166666667
42830,강원특별자치도 양양군,여,15~19세,가족,4.333333333
42830,강원특별자치도 양양군,여,15~19세,비가족,5
42830,강원특별자치도 양양군,여,20대,가족,4.333333333
42830,강원특별자치도 양양군,여,20대,비가족,4.222222222
42830,강원특별자치도 양양군,여,30대,가족,4.235294118
42830,강원특별자치도 양양군,여,30대,비가족,4.111111111
42830,강원특별자치도 양양군,여,40대,가족,4.03030303
42830,강원특별자치도 양양군,여,40대,비가족,4.222222222
42830,강원특별자치도 양양군,여,50대,가족,4.2
42830,강원특별자치도 양양군,여,50대,비가족,4.037037037
42830,강원특별자치도 양양군,여,60대,가족,4.166666667
42830,강원특별자치도 양양군,여,60대,비가족,4.095238095
42830,강원특별자치도 양양군,여,70세 이상,가족,3.761904762
42830,강원특별자치도 양양군,여,70세 이상,비가족,4.5
42750,강원특별자치도 영월군,남,15~19세,가족,4
42750,강원특별자치도 영월군,남,15~19세,비가족,3.666666667
42750,강원특별자치도 영월군,남,20대,가족,4
42750,강원특별자치도 영월군,남,20대,비가족,4.277777778
42750,강원특별자치도 영월군,남,30대,가족,4.083333333
42750,강원특별자치도 영월군,남,40대,가족,4.208333333
42750,강원특별자치도 영월군,남,40대,비가족,4
42750,강원특별자치도 영월군,남,50대,가족,4.2
42750,강원특별자치도 영월군,남,50대,비가족,3.944444444
42750,강원특별자치도 영월군,남,60대,가족,3.888888889
42750,강원특별자치도 영월군,남,60대,비가족,4
42750,강원특별자치도 영월군,남,70세 이상,가족,4
42750,강원특별자치도 영월군,남,70세 이상,비가족,4.333333333
42750,강원특별자치도 영월군,여,15~19세,가족,4
42750,강원특별자치도 영월군,여,20대,가족,4
42750,강원특별자치도 영월군,여,20대,비가족,4
42750,강원특별자치도 영월군,여,30대,가족,4
42750,강원특별자치도 영월군,여,30대,비가족,4.333333333
42750,강원특별자치도 영월군,여,40대,가족,3.866666667
42750,강원특별자치도 영월군,여,40대,비가족,4
42750,강원특별자치도 영월군,여,50대,가족,4.055555556
42750,강원특별자치도 영월군,여,50대,비가족,4.055555556
42750,강원특별자치도 영월군,여,60대,가족,4.111111111
42750,강원특별자치도 영월군,여,60대,비가족,3.888888889
42750,강원특별자치도 영월군,여,70세 이상,가족,4.333333333
42750,강원특별자치도 영월군,여,70세 이상,비가족,4.5
42130,강원특별자치도 원주시,남,15~19세,가족,3.888888889
42130,강원특별자치도 원주시,남,20대,가족,4.5
42130,강원특별자치도 원주시,남,20대,비가족,4.071428571
42130,강원특별자치도 원주시,남,30대,가족,3.9
42130,강원특별자치도 원주시,남,30대,비가족,4.179487179
42130,강원특별자치도 원주시,남,40대,가족,3.805555556
42130,강원특별자치도 원주시,남,40대,비가족,4.055555556
42130,강원특별자치도 원주시,남,50대,가족,4.027777778
42130,강원특별자치도 원주시,남,50대,비가족,4.019607843
42130,강원특별자치도 원주시,남,60대,가족,4
42130,강원특별자치도 원주시,남,60대,비가족,3.871794872
42130,강원특별자치도 원주시,남,70세 이상,가족,3.833333333
42130,강원특별자치도 원주시,남,70세 이상,비가족,4.166666667
42130,강원특별자치도 원주시,여,15~19세,가족,4.111111111
42130,강원특별자치도 원주시,여,15~19세,비가족,4
42130,강원특별자치도 원주시,여,20대,가족,4.285714286
42130,강원특별자치도 원주시,여,20대,비가족,4.111111111
42130,강원특별자치도 원주시,여,30대,가족,4.0625
42130,강원특별자치도 원주시,여,30대,비가족,3.888888889
42130,강원특별자치도 원주시,여,40대,가족,3.904761905
42130,강원특별자치도 원주시,여,40대,비가족,4
42130,강원특별자치도 원주시,여,50대,가족,4.133333333
42130,강원특별자치도 원주시,여,50대,비가족,4.03030303
42130,강원특별자치도 원주시,여,60대,가족,3.9
42130,강원특별자치도 원주시,여,60대,비가족,3.966666667
42130,강원특별자치도 원주시,여,70세 이상,가족,4.055555556
42130,강원특별자치도 원주시,여,70세 이상,비가족,3.666666667
42810,강원특별자치도 인제군,남,20대,비가족,4.333333333
42810,강원특별자치도 인제군,남,30대,가족,4.333333333
42810,강원특별자치도 인제군,남,30대,비가족,4
42810,강원특별자치도 인제군,남,40대,가족,4
42810,강원특별자치도 인제군,남,40대,비가족,4
42810,강원특별자치도 인제군,남,50대,가족,4.047619048
42810,강원특별자치도 인제군,남,50대,비가족,4.222222222
42810,강원특별자치도 인제군,남,60대,가족,4.133333333
42810,강원특별자치도 인제군,남,60대,비가족,4
42810,강원특별자치도 인제군,남,70세 이상,가족,4.222222222
42810,강원특별자치도 인제군,남,70세 이상,비가족,4.5
42810,강원특별자치도 인제군,여,20대,가족,4
42810,강원특별자치도 인제군,여,20대,비가족,4
42810,강원특별자치도 인제군,여,30대,가족,4.055555556
42810,강원특별자치도 인제군,여,30대,비가족,4
42810,강원특별자치도 인제군,여,40대,가족,4.285714286
42810,강원특별자치도 인제군,여,40대,비가족,4.083333333
42810,강원특별자치도 인제군,여,50대,가족,4.444444444
42810,강원특별자치도 인제군,여,50대,비가족,4.111111111
42810,강원특별자치도 인제군,여,60대,가족,4.166666667
42810,강원특별자치도 인제군,여,60대,비가족,4
42810,강원특별자치도 인제군,여,70세 이상,가족,4
42810,강원특별자치도 인제군,여,70세 이상,비가족,4
42770,강원특별자치도 정선군,남,15~19세,가족,4
42770,강원특별자치도 정선군,남,20대,비가족,4.166666667
42770,강원특별자치도 정선군,남,30대,가족,4.074074074
42770,강원특별자치도 정선군,남,30대,비가족,4.095238095
42770,강원특별자치도 정선군,남,40대,가족,4.212121212
42770,강원특별자치도 정선군,남,40대,비가족,4.111111111
42770,강원특별자치도 정선군,남,50대,가족,4
42770,강원특별자치도 정선군,남,50대,비가족,4
42770,강원특별자치도 정선군,남,60대,가족,4.047619048
42770,강원특별자치도 정선군,남,60대,비가족,3.933333333
42770,강원특별자치도 정선군,남,70세 이상,가족,4.333333333
42770,강원특별자치도 정선군,남,70세 이상,비가족,4
42770,강원특별자치도 정선군,여,15~19세,비가족,4.666666667
42770,강원특별자치도 정선군,여,20대,가족,4
42770,강원특별자치도 정선군,여,20대,비가족,3.857142857
42770,강원특별자치도 정선군,여,30대,가족,4.142857143
42770,강원특별자치도 정선군,여,30대,비가족,4.166666667
42770,강원특별자치도 정선군,여,40대,가족,4
42770,강원특별자치도 정선군,여,40대,비가족,3.888888889
42770,강원특별자치도 정선군,여,50대,가족,4.121212121
42770,강원특별자치도 정선군,여,50대,비가족,3.972222222
42770,강원특별자치도 정선군,여,60대,가족,4.233333333
42770,강원특별자치도 정선군,여,60대,비가족,3.777777778
42770,강원특별자치도 정선군,여,70세 이상,가족,4.25
42770,강원특별자치도 정선군,여,70세 이상,비가족,4.666666667
42780,강원특별자치도 철원군,남,15~19세,가족,4.111111111
42780,강원특별자치도 철원군,남,15~19세,비가족,4
42780,강원특별자치도 철원군,남,20대,가족,4
42780,강원특별자치도 철원군,남,20대,비가족,4
42780,강원특별자치도 철원군,남,30대,가족,4
42780,강원특별자치도 철원군,남,40대,가족,4.111111111
42780,강원특별자치도 철원군,남,50대,가족,4.166666667
42780,강원특별자치도 철원군,남,50대,비가족,4.333333333
42780,강원특별자치도 철원군,남,60대,가족,4.444444444
42780,강원특별자치도 철원군,남,60대,비가족,4.5
42780,강원특별자치도 철원군,남,70세 이상,가족,3.833333333
42780,강원특별자치도 철원군,남,70세 이상,비가족,3.333333333
42780,강원특별자치도 철원군,여,15~19세,비가족,3.666666667
42780,강원특별자치도 철원군,여,20대,가족,3.666666667
42780,강원특별자치도 철원군,여,20대,비가족,4
42780,강원특별자치도 철원군,여,30대,가족,4.111111111
42780,강원특별자치도 철원군,여,30대,비가족,4
42780,강원특별자치도 철원군,여,40대,가족,4.5
42780,강원특별자치도 철원군,여,40대,비가족,4
42780,강원특별자치도 철원군,여,50대,가족,3.75
42780,강원특별자치도 철원군,여,50대,비가족,3.916666667
42780,강원특별자치도 철원군,여,60대,가족,4
42780,강원특별자치도 철원군,여,60대,비가족,4.444444444
42780,강원특별자치도 철원군,여,70세 이상,가족,4.444444444
42110,강원특별자치도 춘천시,남,15~19세,가족,4.066666667
42110,강원특별자치도 춘천시,남,15~19세,비가족,3.833333333
42110,강원특별자치도 춘천시,남,20대,가족,3.925925926
42110,강원특별자치도 춘천시,남,20대,비가족,4.012121212
42110,강원특별자치도 춘천시,남,30대,가족,4.172413793
42110,강원특별자치도 춘천시,남,30대,비가족,4.129032258
42110,강원특별자치도 춘천시,남,40대,가족,4.080808081
42110,강원특별자치도 춘천시,남,40대,비가족,4.047619048
42110,강원특별자치도 춘천시,남,50대,가족,3.976190476
42110,강원특별자치도 춘천시,남,50대,비가족,4
42110,강원특별자치도 춘천시,남,60대,가족,3.944444444
42110,강원특별자치도 춘천시,남,60대,비가족,3.944444444
42110,강원특별자치도 춘천시,남,70세 이상,가족,4.166666667
42110,강원특별자치도 춘천시,남,70세 이상,비가족,3.666666667
42110,강원특별자치도 춘천시,여,15~19세,가족,3.888888889
42110,강원특별자치도 춘천시,여,15~19세,비가족,4.208333333
42110,강원특별자치도 춘천시,여,20대,가족,4.1
42110,강원특별자치도 춘천시,여,20대,비가족,4
42110,강원특별자치도 춘천시,여,30대,가족,4.040650407
42110,강원특별자치도 춘천시,여,30대,비가족,4.03030303
42110,강원특별자치도 춘천시,여,40대,가족,4.161616162
42110,강원특별자치도 춘천시,여,40대,비가족,4.066666667
42110,강원특별자치도 춘천시,여,50대,가족,4
42110,강원특별자치도 춘천시,여,50대,비가족,4.172413793
42110,강원특별자치도 춘천시,여,60대,가족,3.866666667
42110,강원특별자치도 춘천시,여,60대,비가족,4.066666667
42110,강원특별자치도 춘천시,여,70세 이상,가족,4
42110,강원특별자치도 춘천시,여,70세 이상,비가족,3.933333333
42190,강원특별자치도 태백시,남,15~19세,가족,4.333333333
42190,강원특별자치도 태백시,남,20대,가족,4
42190,강원특별자치도 태백시,남,20대,비가족,4
42190,강원특별자치도 태백시,남,30대,가족,4.166666667
42190,강원특별자치도 태백시,남,30대,비가족,4
42190,강원특별자치도 태백시,남,40대,가족,3.6
42190,강원특별자치도 태백시,남,40대,비가족,4.333333333
42190,강원특별자치도 태백시,남,50대,가족,4.074074074
42190,강원특별자치도 태백시,남,50대,비가족,4.333333333
42190,강원특별자치도 태백시,남,60대,가족,3.777777778
42190,강원특별자치도 태백시,남,60대,비가족,3.888888889
42190,강원특별자치도 태백시,남,70세 이상,가족,4.333333333
42190,강원특별자치도 태백시,남,70세 이상,비가족,3.666666667
42190,강원특별자치도 태백시,여,15~19세,가족,4.333333333
42190,강원특별자치도 태백시,여,20대,비가족,4.5
42190,강원특별자치도 태백시,여,30대,가족,4
42190,강원특별자치도 태백시,여,40대,가족,4.111111111
42190,강원특별자치도 태백시,여,40대,비가족,4.333333333
42190,강원특별자치도 태백시,여,50대,가족,4.095238095
42190,강원특별자치도 태백시,여,50대,비가족,3.916666667
42190,강원특별자치도 태백시,여,60대,가족,3.866666667
42190,강원특별자치도 태백시,여,60대,비가족,4.083333333
42190,강원특별자치도 태백시,여,70세 이상,비가족,4
42760,강원특별자치도 평창군,남,15~19세,가족,3.888888889
42760,강원특별자치도 평창군,남,15~19세,비가족,3.933333333
42760,강원특별자치도 평창군,남,20대,가족,4.111111111
42760,강원특별자치도 평창군,남,20대,비가족,4.155555556
42760,강원특별자치도 평창군,남,30대,가족,4.025641026
42760,강원특별자치도 평창군,남,30대,비가족,4.333333333
42760,강원특별자치도 평창군,남,40대,가족,4.052083333
42760,강원특별자치도 평창군,남,40대,비가족,4
42760,강원특별자치도 평창군,남,50대,가족,4.181818182
42760,강원특별자치도 평창군,남,50대,비가족,3.944444444
42760,강원특별자치도 평창군,남,60대,가족,3.944444444
42760,강원특별자치도 평창군,남,60대,비가족,3.916666667
42760,강원특별자치도 평창군,남,70세 이상,가족,4.166666667
42760,강원특별자치도 평창군,남,70세 이상,비가족,4.111111111
42760,강원특별자치도 평창군,여,15~19세,가족,4
42760,강원특별자치도 평창군,여,15~19세,비가족,4
42760,강원특별자치도 평창군,여,20대,가족,4.333333333
42760,강원특별자치도 평창군,여,20대,비가족,4.095238095
42760,강원특별자치도 평창군,여,30대,가족,4.090909091
42760,강원특별자치도 평창군,여,30대,비가족,4.185185185
42760,강원특별자치도 평창군,여,40대,가족,4.128205128
42760,강원특별자치도 평창군,여,40대,비가족,4.333333333
42760,강원특별자치도 평창군,여,50대,가족,4.12962963
42760,강원특별자치도 평창군,여,50대,비가족,4.277777778
42760,강원특별자치도 평창군,여,60대,가족,4.277777778
42760,강원특별자치도 평창군,여,60대,비가족,4.25
42760,강원특별자치도 평창군,여,70세 이상,가족,4
42760,강원특별자치도 평창군,여,70세 이상,비가족,4.333333333
42720,강원특별자치도 홍천군,남,15~19세,가족,4.066666667
42720,강원특별자치도 홍천군,남,15~19세,비가족,4
42720,강원특별자치도 홍천군,남,20대,가족,4
42720,강원특별자치도 홍천군,남,20대,비가족,4.148148148
42720,강원특별자치도 홍천군,남,30대,가족,4.101449275
42720,강원특별자치도 홍천군,남,30대,비가족,4.238095238
42720,강원특별자치도 홍천군,남,40대,가족,4.135802469
42720,강원특별자치도 홍천군,남,40대,비가족,4.133333333
42720,강원특별자치도 홍천군,남,50대,가족,3.977777778
42720,강원특별자치도 홍천군,남,50대,비가족,4.333333333
42720,강원특별자치도 홍천군,남,60대,가족,3.944444444
42720,강원특별자치도 홍천군,남,60대,비가족,4.037037037
42720,강원특별자치도 홍천군,남,70세 이상,가족,4.166666667
42720,강원특별자치도 홍천군,남,70세 이상,비가족,3.666666667
42720,강원특별자치도 홍천군,여,15~19세,가족,4.333333333
42720,강원특별자치도 홍천군,여,15~19세,비가족,4.833333333
42720,강원특별자치도 홍천군,여,20대,가족,3.888888889
42720,강원특별자치도 홍천군,여,20대,비가족,4.128205128
42720,강원특별자치도 홍천군,여,30대,가족,4.208333333
42720,강원특별자치도 홍천군,여,30대,비가족,4.148148148
42720,강원특별자치도 홍천군,여,40대,가족,4.1
42720,강원특별자치도 홍천군,여,40대,비가족,3.933333333
42720,강원특별자치도 홍천군,여,50대,가족,4.076923077
42720,강원특별자치도 홍천군,여,50대,비가족,4.055555556
42720,강원특별자치도 홍천군,여,60대,가족,3.666666667
42720,강원특별자치도 홍천군,여,60대,비가족,4.166666667
42720,강원특별자치도 홍천군,여,70세 이상,가족,4
42720,강원특별자치도 홍천군,여,70세 이상,비가족,3.833333333
42790,강원특별자치도 화천군,남,20대,비가족,3.666666667
42790,강원특별자치도 화천군,남,30대,비가족,3.888888889
42790,강원특별자치도 화천군,남,40대,가족,3.833333333
42790,강원특별자치도 화천군,남,50대,가족,4
42790,강원특별자치도 화천군,남,50대,비가족,4
42790,강원특별자치도 화천군,남,60대,가족,4
42790,강원특별자치도 화천군,남,70세 이상,가족,4
42790,강원특별자치도 화천군,여,30대,가족,4.666666667
42790,강원특별자치도 화천군,여,40대,가족,3.833333333
42790,강원특별자치도 화천군,여,50대,비가족,4.166666667
42790,강원특별자치도 화천군,여,60대,가족,4
42730,강원특별자치도 횡성군,남,15~19세,가족,3.666666667
42730,강원특별자치도 횡성군,남,20대,가족,3.5
42730,강원특별자치도 횡성군,남,20대,비가족,4.111111111
42730,강원특별자치도 횡성군,남,30대,가족,4
42730,강원특별자치도 횡성군,남,30대,비가족,4
42730,강원특별자치도 횡성군,남,40대,가족,3.952380952
42730,강원특별자치도 횡성군,남,40대,비가족,2.666666667
42730,강원특별자치도 횡성군,남,50대,가족,4
42730,강원특별자치도 횡성군,남,50대,비가족,4
42730,강원특별자치도 횡성군,남,60대,가족,4.25
42730,강원특별자치도 횡성군,남,60대,비가족,4
42730,강원특별자치도 횡성군,남,70세 이상,가족,4
42730,강원특별자치도 횡성군,여,15~19세,가족,4.166666667
42730,강원특별자치도 횡성군,여,20대,가족,4
42730,강원특별자치도 횡성군,여,20대,비가족,4.666666667
42730,강원특별자치도 횡성군,여,30대,가족,4
42730,강원특별자치도 횡성군,여,30대,비가족,4
42730,강원특별자치도 횡성군,여,40대,가족,4.166666667
42730,강원특별자치도 횡성군,여,50대,가족,4
42730,강원특별자치도 횡성군,여,50대,비가족,5
42730,강원특별자치도 횡성군,여,60대,가족,3.933333333
42730,강원특별자치도 횡성군,여,60대,비가족,3.666666667
42730,강원특별자치도 횡성군,여,70세 이상,가족,4.222222222
41820,경기도 가평군,남,15~19세,가족,4
41820,경기도 가평군,남,15~19세,비가족,4.083333333
41820,경기도 가평군,남,20대,가족,4.25
41820,경기도 가평군,남,20대,비가족,3.971631206
41820,경기도 가평군,남,30대,가족,4.047619048
41820,경기도 가평군,남,30대,비가족,4.08974359
41820,경기도 가평군,남,40대,가족,4.125
41820,경기도 가평군,남,40대,비가족,4.19047619
41820,경기도 가평군,남,50대,가족,4.141025641
41820,경기도 가평군,남,50대,비가족,3.976190476
41820,경기도 가평군,남,60대,가족,4.019607843
41820,경기도 가평군,남,60대,비가족,4
41820,경기도 가평군,남,70세 이상,가족,3.888888889
41820,경기도 가평군,남,70세 이상,비가족,4
41820,경기도 가평군,여,15~19세,가족,3.533333333
41820,경기도 가평군,여,15~19세,비가족,4.055555556
41820,경기도 가평군,여,20대,가족,4.078431373
41820,경기도 가평군,여,20대,비가족,4.050632911
41820,경기도 가평군,여,30대,가족,4.136363636
41820,경기도 가평군,여,30대,비가족,4.104166667
41820,경기도 가평군,여,40대,가족,4.12962963
41820,경기도 가평군,여,40대,비가족,4.014492754
41820,경기도 가평군,여,50대,가족,4.177777778
41820,경기도 가평군,여,50대,비가족,3.966666667
41820,경기도 가평군,여,60대,가족,4.148148148
41820,경기도 가평군,여,60대,비가족,4.188405797
41820,경기도 가평군,여,70세 이상,가족,4.071428571
41820,경기도 가평군,여,70세 이상,비가족,4.138888889
41280,경기도 고양시,남,15~19세,비가족,4
41280,경기도 고양시,남,20대,가족,3.333333333
41280,경기도 고양시,남,20대,비가족,3.923076923
41280,경기도 고양시,남,30대,가족,3.96969697
41280,경기도 고양시,남,30대,비가족,3.933333333
41280,경기도 고양시,남,40대,가족,4.033333333
41280,경기도 고양시,남,40대,비가족,4.333333333
41280,경기도 고양시,남,50대,가족,4.041666667
41280,경기도 고양시,남,50대,비가족,4.142857143
41280,경기도 고양시,남,60대,가족,4
41280,경기도 고양시,남,60대,비가족,4
