법정동코드,시군구,성별,연령대,동반자유형,평점
45110,전라북도 전주시,남,50대,가족,4.007751938
45110,전라북도 전주시,남,50대,비가족,4.179487179
45110,전라북도 전주시,남,60대,가족,3.977011494
45110,전라북도 전주시,남,60대,비가족,4.083333333
45110,전라북도 전주시,남,70세 이상,가족,4.145833333
45110,전라북도 전주시,남,70세 이상,비가족,3.916666667
45110,전라북도 전주시,여,15~19세,가족,4.083333333
45110,전라북도 전주시,여,15~19세,비가족,4.3
45110,전라북도 전주시,여,20대,가족,3.939393939
45110,전라북도 전주시,여,20대,비가족,4.047619048
45110,전라북도 전주시,여,30대,가족,4.150537634
45110,전라북도 전주시,여,30대,비가족,4.111111111
45110,전라북도 전주시,여,40대,가족,3.947916667
45110,전라북도 전주시,여,40대,비가족,3.966666667
45110,전라북도 전주시,여,50대,가족,4.031007752
45110,전라북도 전주시,여,50대,비가족,4.227272727
45110,전라북도 전주시,여,60대,가족,4.057971014
45110,전라북도 전주시,여,60대,비가족,4.074074074
45110,전라북도 전주시,여,70세 이상,가족,4.155555556
45110,전라북도 전주시,여,70세 이상,비가족,4.166666667
45180,전라북도 정읍시,남,15~19세,가족,4.111111111
45180,전라북도 정읍시,남,15~19세,비가족,4.666666667
45180,전라북도 정읍시,남,20대,가족,4.055555556
45180,전라북도 정읍시,남,20대,비가족,4.285714286
45180,전라북도 정읍시,남,30대,가족,4.179487179
45180,전라북도 정읍시,남,30대,비가족,4.133333333
45180,전라북도 정읍시,남,40대,가족,4.409090909
45180,전라북도 정읍시,남,40대,비가족,4.233333333
45180,전라북도 정읍시,남,50대,가족,4.271604938
45180,전라북도 정읍시,남,50대,비가족,4.212121212
45180,전라북도 정읍시,남,60대,가족,4.479166667
45180,전라북도 정읍시,남,60대,비가족,4.291666667
45180,전라북도 정읍시,남,70세 이상,가족,4.615384615
45180,전라북도 정읍시,남,70세 이상,비가족,4.238095238
45180,전라북도 정읍시,여,15~19세,가족,4.666666667
45180,전라북도 정읍시,여,20대,가족,4.555555556
45180,전라북도 정읍시,여,20대,비가족,4.481481481
45180,전라북도 정읍시,여,30대,가족,4.066666667
45180,전라북도 정읍시,여,30대,비가족,4
45180,전라북도 정읍시,여,40대,가족,4.235294118
45180,전라북도 정읍시,여,40대,비가족,4.238095238
45180,전라북도 정읍시,여,50대,가족,4.293333333
45180,전라북도 정읍시,여,50대,비가족,4.214285714
45180,전라북도 정읍시,여,60대,가족,4.076923077
45180,전라북도 정읍시,여,60대,비가족,4.066666667
45180,전라북도 정읍시,여,70세 이상,가족,4.444444444
45180,전라북도 정읍시,여,70세 이상,비가족,4.055555556
45720,전라북도 진안군,남,15~19세,비가족,5
45720,전라북도 진안군,남,20대,가족,4
45720,전라북도 진안군,남,20대,비가족,4.5
45720,전라북도 진안군,남,30대,가족,4.19047619
45720,전라북도 진안군,남,30대,비가족,4
45720,전라북도 진안군,남,40대,가족,4.177777778
45720,전라북도 진안군,남,40대,비가족,4.333333333
45720,전라북도 진안군,남,50대,가족,4.166666667
45720,전라북도 진안군,남,50대,비가족,4.2
45720,전라북도 진안군,남,60대,가족,4.242424242
45720,전라북도 진안군,남,60대,비가족,4.166666667
45720,전라북도 진안군,남,70세 이상,가족,4
45720,전라북도 진안군,남,70세 이상,비가족,4.333333333
45720,전라북도 진안군,여,15~19세,가족,4
45720,전라북도 진안군,여,15~19세,비가족,4
45720,전라북도 진안군,여,20대,가족,4.333333333
45720,전라북도 진안군,여,20대,비가족,4.444444444
45720,전라북도 진안군,여,30대,가족,4.444444444
45720,전라북도 진안군,여,30대,비가족,4.666666667
45720,전라북도 진안군,여,40대,가족,4.047619048
45720,전라북도 진안군,여,40대,비가족,4.083333333
45720,전라북도 진안군,여,50대,가족,4.5
45720,전라북도 진안군,여,50대,비가족,4.19047619
45720,전라북도 진안군,여,60대,가족,4.25
45720,전라북도 진안군,여,60대,비가족,4.333333333
45720,전라북도 진안군,여,70세 이상,가족,4.111111111
45720,전라북도 진안군,여,70세 이상,비가족,4
50130,제주특별자치도 서귀포시,남,15~19세,가족,4.333333333
50130,제주특별자치도 서귀포시,남,15~19세,비가족,3.925925926
50130,제주특별자치도 서귀포시,남,20대,가족,4.133333333
50130,제주특별자치도 서귀포시,남,20대,비가족,4.192488263
50130,제주특별자치도 서귀포시,남,30대,가족,4.038888889
50130,제주특별자치도 서귀포시,남,30대,비가족,4.18
50130,제주특별자치도 서귀포시,남,40대,가족,4.184684685
50130,제주특별자치도 서귀포시,남,40대,비가족,4.226666667
50130,제주특별자치도 서귀포시,남,50대,가족,4.129943503
50130,제주특별자치도 서귀포시,남,50대,비가족,4.172413793
50130,제주특별자치도 서귀포시,남,60대,가족,4.207207207
50130,제주특별자치도 서귀포시,남,60대,비가족,4.130434783
50130,제주특별자치도 서귀포시,남,70세 이상,가족,4.222222222
50130,제주특별자치도 서귀포시,남,70세 이상,비가족,3.851851852
50130,제주특별자치도 서귀포시,여,15~19세,가족,4.259259259
50130,제주특별자치도 서귀포시,여,15~19세,비가족,4.047619048
50130,제주특별자치도 서귀포시,여,20대,가족,4.271604938
50130,제주특별자치도 서귀포시,여,20대,비가족,4.293040293
50130,제주특별자치도 서귀포시,여,30대,가족,4.18018018
50130,제주특별자치도 서귀포시,여,30대,비가족,4.215686275
50130,제주특별자치도 서귀포시,여,40대,가족,4.210144928
50130,제주특별자치도 서귀포시,여,40대,비가족,4.075757576
50130,제주특별자치도 서귀포시,여,50대,가족,4.170940171
50130,제주특별자치도 서귀포시,여,50대,비가족,4.123188406
50130,제주특별자치도 서귀포시,여,60대,가족,4.149425287
50130,제주특별자치도 서귀포시,여,60대,비가족,4.19047619
50130,제주특별자치도 서귀포시,여,70세 이상,가족,4.208333333
50130,제주특별자치도 서귀포시,여,70세 이상,비가족,4.020833333
50110,제주특별자치도 제주시,남,15~19세,가족,4.047619048
50110,제주특별자치도 제주시,남,15~19세,비가족,3.708333333
50110,제주특별자치도 제주시,남,20대,가족,3.916666667
50110,제주특별자치도 제주시,남,20대,비가족,4.241025641
50110,제주특별자치도 제주시,남,30대,가족,4.162601626
50110,제주특별자치도 제주시,남,30대,비가족,4.2
50110,제주특별자치도 제주시,남,40대,가족,4.169590643
50110,제주특별자치도 제주시,남,40대,비가족,4.023809524
50110,제주특별자치도 제주시,남,50대,가족,4.09929078
50110,제주특별자치도 제주시,남,50대,비가족,4.133333333
50110,제주특별자치도 제주시,남,60대,가족,4.351851852
50110,제주특별자치도 제주시,남,60대,비가족,4.111111111
50110,제주특별자치도 제주시,남,70세 이상,가족,4.179487179
50110,제주특별자치도 제주시,남,70세 이상,비가족,4.151515152
50110,제주특별자치도 제주시,여,15~19세,가족,4.125
50110,제주특별자치도 제주시,여,15~19세,비가족,4.266666667
50110,제주특별자치도 제주시,여,20대,가족,4.151515152
50110,제주특별자치도 제주시,여,20대,비가족,4.166666667
50110,제주특별자치도 제주시,여,30대,가족,4.128205128
50110,제주특별자치도 제주시,여,30대,비가족,4.23015873
50110,제주특별자치도 제주시,여,40대,가족,4.233333333
50110,제주특별자치도 제주시,여,40대,비가족,4.222222222
50110,제주특별자치도 제주시,여,50대,가족,4.156565657
50110,제주특별자치도 제주시,여,50대,비가족,4.222222222
50110,제주특별자치도 제주시,여,60대,가족,4.233333333
50110,제주특별자치도 제주시,여,60대,비가족,4.219047619
50110,제주특별자치도 제주시,여,70세 이상,가족,4.148148148
50110,제주특별자치도 제주시,여,70세 이상,비가족,4.102564103
44250,충청남도 계룡시,남,30대,가족,4.222222222
44250,충청남도 계룡시,남,40대,가족,4
44250,충청남도 계룡시,남,50대,가족,5
44250,충청남도 계룡시,남,60대,가족,4.333333333
44250,충청남도 계룡시,남,60대,비가족,4.333333333
44250,충청남도 계룡시,여,30대,비가족,3.666666667
44250,충청남도 계룡시,여,40대,가족,4.166666667
44250,충청남도 계룡시,여,40대,비가족,4
44250,충청남도 계룡시,여,70세 이상,가족,4
44250,충청남도 계룡시,여,70세 이상,비가족,3.666666667
44150,충청남도 공주시,남,15~19세,가족,3.666666667
44150,충청남도 공주시,남,15~19세,비가족,4
44150,충청남도 공주시,남,20대,가족,3.416666667
44150,충청남도 공주시,남,20대,비가족,4.208333333
44150,충청남도 공주시,남,30대,가족,3.971014493
44150,충청남도 공주시,남,30대,비가족,4.041666667
44150,충청남도 공주시,남,40대,가족,4.149425287
44150,충청남도 공주시,남,40대,비가족,3.909090909
44150,충청남도 공주시,남,50대,가족,4.098765432
44150,충청남도 공주시,남,50대,비가족,3.897435897
44150,충청남도 공주시,남,60대,가족,3.96969697
44150,충청남도 공주시,남,60대,비가족,4.194444444
44150,충청남도 공주시,남,70세 이상,가족,4.333333333
44150,충청남도 공주시,남,70세 이상,비가족,4.222222222
44150,충청남도 공주시,여,15~19세,가족,4
44150,충청남도 공주시,여,15~19세,비가족,4.222222222
44150,충청남도 공주시,여,20대,가족,4.142857143
44150,충청남도 공주시,여,20대,비가족,4.243589744
44150,충청남도 공주시,여,30대,가족,4.101449275
44150,충청남도 공주시,여,30대,비가족,4.242424242
44150,충청남도 공주시,여,40대,가족,4.007575758
44150,충청남도 공주시,여,40대,비가족,4
44150,충청남도 공주시,여,50대,가족,4.095238095
44150,충청남도 공주시,여,50대,비가족,3.956521739
44150,충청남도 공주시,여,60대,가족,3.964912281
44150,충청남도 공주시,여,60대,비가족,4.039215686
44150,충청남도 공주시,여,70세 이상,가족,4.0625
44150,충청남도 공주시,여,70세 이상,비가족,4.074074074
44710,충청남도 금산군,남,15~19세,가족,4.111111111
44710,충청남도 금산군,남,20대,가족,4.222222222
44710,충청남도 금산군,남,20대,비가족,4.166666667
44710,충청남도 금산군,남,30대,가족,4.222222222
44710,충청남도 금산군,남,30대,비가족,3.714285714
44710,충청남도 금산군,남,40대,가족,4.083333333
44710,충청남도 금산군,남,40대,비가족,3.833333333
44710,충청남도 금산군,남,50대,가족,3.933333333
44710,충청남도 금산군,남,50대,비가족,3.8
44710,충청남도 금산군,남,60대,가족,4.033333333
44710,충청남도 금산군,남,60대,비가족,3.888888889
44710,충청남도 금산군,남,70세 이상,가족,4.25
44710,충청남도 금산군,여,15~19세,가족,4
44710,충청남도 금산군,여,20대,비가족,4
44710,충청남도 금산군,여,30대,가족,4.047619048
44710,충청남도 금산군,여,30대,비가족,4.222222222
44710,충청남도 금산군,여,40대,가족,4.116666667
44710,충청남도 금산군,여,40대,비가족,4.333333333
44710,충청남도 금산군,여,50대,가족,4.119047619
44710,충청남도 금산군,여,50대,비가족,3.818181818
44710,충청남도 금산군,여,60대,가족,4.194444444
44710,충청남도 금산군,여,60대,비가족,3.888888889
44710,충청남도 금산군,여,70세 이상,가족,4.041666667
44710,충청남도 금산군,여,70세 이상,비가족,3.933333333
44230,충청남도 논산시,남,15~19세,비가족,4
44230,충청남도 논산시,남,20대,가족,3.5
44230,충청남도 논산시,남,20대,비가족,4.222222222
44230,충청남도 논산시,남,30대,가족,4
44230,충청남도 논산시,남,30대,비가족,4.037037037
44230,충청남도 논산시,남,40대,가족,4.071428571
44230,충청남도 논산시,남,40대,비가족,4
44230,충청남도 논산시,남,50대,가족,3.933333333
44230,충청남도 논산시,남,50대,비가족,4.166666667
44230,충청남도 논산시,남,60대,가족,4.166666667
44230,충청남도 논산시,남,60대,비가족,4.125
44230,충청남도 논산시,남,70세 이상,가족,4.222222222
44230,충청남도 논산시,남,70세 이상,비가족,3.833333333
44230,충청남도 논산시,여,15~19세,가족,4
44230,충청남도 논산시,여,15~19세,비가족,4
44230,충청남도 논산시,여,20대,가족,4
44230,충청남도 논산시,여,20대,비가족,4.222222222
44230,충청남도 논산시,여,30대,가족,4
44230,충청남도 논산시,여,30대,비가족,4.166666667
44230,충청남도 논산시,여,40대,가족,4.111111111
44230,충청남도 논산시,여,40대,비가족,4.222222222
44230,충청남도 논산시,여,50대,가족,4.125
44230,충청남도 논산시,여,50대,비가족,4.055555556
44230,충청남도 논산시,여,60대,가족,4
44230,충청남도 논산시,여,60대,비가족,4.037037037
44230,충청남도 논산시,여,70세 이상,가족,4.047619048
44230,충청남도 논산시,여,70세 이상,비가족,4.083333333
44270,충청남도 당진시,남,15~19세,가족,4
44270,충청남도 당진시,남,15~19세,비가족,4.133333333
44270,충청남도 당진시,남,20대,가족,4
44270,충청남도 당진시,남,20대,비가족,4.051282051
44270,충청남도 당진시,남,30대,가족,4.181818182
44270,충청남도 당진시,남,30대,비가족,4.142857143
44270,충청남도 당진시,남,40대,가족,4.185185185
44270,충청남도 당진시,남,40대,비가족,4.066666667
44270,충청남도 당진시,남,50대,가족,4.244444444
44270,충청남도 당진시,남,50대,비가족,4
44270,충청남도 당진시,남,60대,가족,4
44270,충청남도 당진시,남,60대,비가족,4.666666667
44270,충청남도 당진시,남,70세 이상,가족,4.111111111
44270,충청남도 당진시,남,70세 이상,비가족,4
44270,충청남도 당진시,여,15~19세,가족,4
44270,충청남도 당진시,여,20대,가족,4
44270,충청남도 당진시,여,20대,비가족,4
44270,충청남도 당진시,여,30대,가족,4.0625
44270,충청남도 당진시,여,30대,비가족,3.777777778
44270,충청남도 당진시,여,40대,가족,4.0625
44270,충청남도 당진시,여,40대,비가족,4
44270,충청남도 당진시,여,50대,가족,4.037037037
44270,충청남도 당진시,여,50대,비가족,4.033333333
44270,충청남도 당진시,여,60대,가족,3.933333333
44270,충청남도 당진시,여,60대,비가족,3.904761905
44270,충청남도 당진시,여,70세 이상,가족,3.916666667
44270,충청남도 당진시,여,70세 이상,비가족,4.166666667
44180,충청남도 보령시,남,15~19세,가족,4.166666667
44180,충청남도 보령시,남,15~19세,비가족,4.185185185
44180,충청남도 보령시,남,20대,가족,4
44180,충청남도 보령시,남,20대,비가족,4.109704641
44180,충청남도 보령시,남,30대,가족,4.148148148
44180,충청남도 보령시,남,30대,비가족,4.111111111
44180,충청남도 보령시,남,40대,가족,4.12
44180,충청남도 보령시,남,40대,비가족,3.909090909
44180,충청남도 보령시,남,50대,가족,4.054421769
44180,충청남도 보령시,남,50대,비가족,4.126984127
44180,충청남도 보령시,남,60대,가족,4.069444444
44180,충청남도 보령시,남,60대,비가족,4.041666667
44180,충청남도 보령시,남,70세 이상,가족,4.133333333
44180,충청남도 보령시,남,70세 이상,비가족,4.133333333
44180,충청남도 보령시,여,15~19세,가족,3.966666667
44180,충청남도 보령시,여,15~19세,비가족,3.933333333
44180,충청남도 보령시,여,20대,가족,4.128205128
44180,충청남도 보령시,여,20대,비가족,4.132275132
44180,충청남도 보령시,여,30대,가족,4.088888889
44180,충청남도 보령시,여,30대,비가족,3.991452991
44180,충청남도 보령시,여,40대,가족,4.047619048
44180,충청남도 보령시,여,40대,비가족,4
44180,충청남도 보령시,여,50대,가족,4.020833333
44180,충청남도 보령시,여,50대,비가족,4.074074074
44180,충청남도 보령시,여,60대,가족,3.888888889
44180,충청남도 보령시,여,60대,비가족,4.055555556
44180,충청남도 보령시,여,70세 이상,가족,4.156862745
44180,충청남도 보령시,여,70세 이상,비가족,4
44760,충청남도 부여군,남,15~19세,가족,3.888888889
44760,충청남도 부여군,남,15~19세,비가족,4.5
44760,충청남도 부여군,남,20대,가족,3.666666667
44760,충청남도 부여군,남,20대,비가족,3.848484848
44760,충청남도 부여군,남,30대,가족,4.1
44760,충청남도 부여군,남,30대,비가족,4.333333333
44760,충청남도 부여군,남,40대,가족,4.15
44760,충청남도 부여군,남,40대,비가족,4
44760,충청남도 부여군,남,50대,가족,4.055555556
44760,충청남도 부여군,남,50대,비가족,4
44760,충청남도 부여군,남,60대,가족,3.916666667
44760,충청남도 부여군,남,60대,비가족,3.833333333
44760,충청남도 부여군,남,70세 이상,가족,4.222222222
44760,충청남도 부여군,남,70세 이상,비가족,4.166666667
44760,충청남도 부여군,여,15~19세,가족,4
44760,충청남도 부여군,여,20대,가족,3.555555556
44760,충청남도 부여군,여,20대,비가족,4
44760,충청남도 부여군,여,30대,가족,4.125
44760,충청남도 부여군,여,30대,비가족,3.904761905
44760,충청남도 부여군,여,40대,가족,4.063492063
44760,충청남도 부여군,여,40대,비가족,4.083333333
44760,충청남도 부여군,여,50대,가족,4.019607843
44760,충청남도 부여군,여,50대,비가족,3.875
44760,충청남도 부여군,여,60대,가족,4.133333333
44760,충청남도 부여군,여,60대,비가족,4
44760,충청남도 부여군,여,70세 이상,가족,3.958333333
44760,충청남도 부여군,여,70세 이상,비가족,3.6
44210,충청남도 서산시,남,15~19세,가족,4.166666667
44210,충청남도 서산시,남,15~19세,비가족,4
44210,충청남도 서산시,남,20대,가족,3.833333333
44210,충청남도 서산시,남,20대,비가족,4
44210,충청남도 서산시,남,30대,가족,4.142857143
44210,충청남도 서산시,남,30대,비가족,3.916666667
44210,충청남도 서산시,남,40대,가족,4.111111111
44210,충청남도 서산시,남,40대,비가족,3.944444444
44210,충청남도 서산시,남,50대,가족,4.133333333
44210,충청남도 서산시,남,50대,비가족,4.222222222
44210,충청남도 서산시,남,60대,가족,4.238095238
44210,충청남도 서산시,남,60대,비가족,3.966666667
44210,충청남도 서산시,남,70세 이상,가족,4
44210,충청남도 서산시,남,70세 이상,비가족,4.111111111
44210,충청남도 서산시,여,15~19세,가족,4
44210,충청남도 서산시,여,15~19세,비가족,4.333333333
44210,충청남도 서산시,여,20대,가족,3.833333333
44210,충청남도 서산시,여,20대,비가족,4.095238095
44210,충청남도 서산시,여,30대,가족,3.791666667
44210,충청남도 서산시,여,30대,비가족,4.166666667
44210,충청남도 서산시,여,40대,가족,4.095238095
44210,충청남도 서산시,여,40대,비가족,4.133333333
44210,충청남도 서산시,여,50대,가족,3.96969697
44210,충청남도 서산시,여,50대,비가족,3.909090909
44210,충청남도 서산시,여,60대,가족,3.740740741
44210,충청남도 서산시,여,60대,비가족,4
44210,충청남도 서산시,여,70세 이상,가족,4.142857143
44210,충청남도 서산시,여,70세 이상,비가족,3
44770,충청남도 서천군,남,15~19세,가족,3.857142857
44770,충청남도 서천군,남,15~19세,비가족,3.666666667
44770,충청남도 서천군,남,20대,가족,4.2
44770,충청남도 서천군,남,20대,비가족,3.925925926
44770,충청남도 서천군,남,30대,가족,3.939393939
44770,충청남도 서천군,남,30대,비가족,3.944444444
44770,충청남도 서천군,남,40대,가족,3.925925926
44770,충청남도 서천군,남,40대,비가족,4.111111111
44770,충청남도 서천군,남,50대,가족,4.133333333
44770,충청남도 서천군,남,50대,비가족,4.060606061
44770,충청남도 서천군,남,60대,가족,4.055555556
44770,충청남도 서천군,남,60대,비가족,3.933333333
44770,충청남도 서천군,남,70세 이상,가족,4.266666667
44770,충청남도 서천군,남,70세 이상,비가족,4.066666667
44770,충청남도 서천군,여,15~19세,가족,4
44770,충청남도 서천군,여,20대,가족,4.083333333
44770,충청남도 서천군,여,20대,비가족,3.933333333
44770,충청남도 서천군,여,30대,가족,4.272727273
44770,충청남도 서천군,여,30대,비가족,4.041666667
44770,충청남도 서천군,여,40대,가족,4.033333333
44770,충청남도 서천군,여,40대,비가족,3.958333333
44770,충청남도 서천군,여,50대,가족,4.095238095
44770,충청남도 서천군,여,50대,비가족,4.185185185
44770,충청남도 서천군,여,60대,가족,4.083333333
44770,충청남도 서천군,여,60대,비가족,4
44770,충청남도 서천군,여,70세 이상,가족,4.037037037
44770,충청남도 서천군,여,70세 이상,비가족,4.111111111
44200,충청남도 아산시,남,15~19세,가족,4.333333333
44200,충청남도 아산시,남,15~19세,비가족,4
44200,충청남도 아산시,남,20대,비가족,4.020833333
44200,충청남도 아산시,남,30대,가족,4.185185185
44200,충청남도 아산시,남,30대,비가족,4.142857143
44200,충청남도 아산시,남,40대,가족,4.117647059
44200,충청남도 아산시,남,40대,비가족,3.555555556
44200,충청남도 아산시,남,50대,가족,4.035087719
44200,충청남도 아산시,남,50대,비가족,4.166666667
44200,충청남도 아산시,남,60대,가족,4.055555556
44200,충청남도 아산시,남,60대,비가족,4
44200,충청남도 아산시,남,70세 이상,가족,4
44200,충청남도 아산시,남,70세 이상,비가족,4.166666667
44200,충청남도 아산시,여,15~19세,가족,4
44200,충청남도 아산시,여,15~19세,비가족,4
44200,충청남도 아산시,여,20대,가족,4.19047619
44200,충청남도 아산시,여,20대,비가족,4.102564103
44200,충청남도 아산시,여,30대,가족,4.041666667
44200,충청남도 아산시,여,30대,비가족,4.138888889
44200,충청남도 아산시,여,40대,가족,4.117647059
44200,충청남도 아산시,여,40대,비가족,4.222222222
44200,충청남도 아산시,여,50대,가족,4.025641026
44200,충청남도 아산시,여,50대,비가족,4.259259259
44200,충청남도 아산시,여,60대,가족,4.095238095
44200,충청남도 아산시,여,60대,비가족,4.153846154
44200,충청남도 아산시,여,70세 이상,가족,4
44200,충청남도 아산시,여,70세 이상,비가족,4.03030303
44810,충청남도 예산군,남,15~19세,가족,3.75
44810,충청남도 예산군,남,20대,가족,4
44810,충청남도 예산군,남,20대,비가족,3.708333333
44810,충청남도 예산군,남,30대,가족,4.076923077
44810,충청남도 예산군,남,30대,비가족,4
44810,충청남도 예산군,남,40대,가족,4.206349206
44810,충청남도 예산군,남,40대,비가족,4.388888889
44810,충청남도 예산군,남,50대,가족,4.166666667
44810,충청남도 예산군,남,50대,비가족,3.904761905
44810,충청남도 예산군,남,60대,가족,4.166666667
44810,충청남도 예산군,남,60대,비가족,4.121212121
44810,충청남도 예산군,남,70세 이상,가족,4.148148148
44810,충청남도 예산군,남,70세 이상,비가족,3.833333333
44810,충청남도 예산군,여,15~19세,가족,3.5
44810,충청남도 예산군,여,15~19세,비가족,4.333333333
44810,충청남도 예산군,여,20대,가족,3.8
44810,충청남도 예산군,여,20대,비가족,3.866666667
44810,충청남도 예산군,여,30대,가족,4.033333333
44810,충청남도 예산군,여,30대,비가족,4.19047619
44810,충청남도 예산군,여,40대,가족,4.111111111
44810,충청남도 예산군,여,40대,비가족,3.866666667
44810,충청남도 예산군,여,50대,가족,4.066666667
44810,충청남도 예산군,여,50대,비가족,4.128205128
44810,충청남도 예산군,여,60대,가족,4
44810,충청남도 예산군,여,60대,비가족,3.925925926
44810,충청남도 예산군,여,70세 이상,가족,4.208333333
44810,충청남도 예산군,여,70세 이상,비가족,4.242424242
44130,충청남도 천안시,남,15~19세,가족,4
44130,충청남도 천안시,남,20대,가족,3.75
44130,충청남도 천안시,남,20대,비가족,3.777777778
44130,충청남도 천안시,남,30대,가족,3.96969697
44130,충청남도 천안시,남,30대,비가족,4.333333333
44130,충청남도 천안시,남,40대,가족,4.051282051
44130,충청남도 천안시,남,40대,비가족,4.166666667
44130,충청남도 천안시,남,50대,가족,4.083333333
44130,충청남도 천안시,남,50대,비가족,3.888888889
44130,충청남도 천안시,남,60대,가족,4
44130,충청남도 천안시,남,60대,비가족,4.133333333
44130,충청남도 천안시,남,70세 이상,가족,3.952380952
44130,충청남도 천안시,남,70세 이상,비가족,4
44130,충청남도 천안시,여,15~19세,가족,3.444444444
44130,충청남도 천안시,여,15~19세,비가족,4
44130,충청남도 천안시,여,20대,가족,4
44130,충청남도 천안시,여,20대,비가족,3.888888889
44130,충청남도 천안시,여,30대,가족,3.857142857
44130,충청남도 천안시,여,30대,비가족,3.416666667
44130,충청남도 천안시,여,40대,가족,3.933333333
44130,충청남도 천안시,여,40대,비가족,4
44130,충청남도 천안시,여,50대,가족,4.444444444
44130,충청남도 천안시,여,50대,비가족,4.19047619
44130,충청남도 천안시,여,60대,가족,3.791666667
44130,충청남도 천안시,여,60대,비가족,3.222222222
44130,충청남도 천안시,여,70세 이상,가족,4
44130,충청남도 천안시,여,70세 이상,비가족,3.666666667
44790,충청남도 청양군,남,15~19세,가족,4.666666667
44790,충청남도 청양군,남,30대,가족,4.2
44790,충청남도 청양군,남,30대,비가족,4
44790,충청남도 청양군,남,40대,가족,4.111111111
44790,충청남도 청양군,남,40대,비가족,4.333333333
44790,충청남도 청양군,남,50대,가족,3.904761905
44790,충청남도 청양군,남,50대,비가족,3.833333333
44790,충청남도 청양군,남,60대,가족,4.133333333
44790,충청남도 청양군,남,60대,비가족,3.444444444
44790,충청남도 청양군,남,70세 이상,가족,4
44790,충청남도 청양군,남,70세 이상,비가족,4
44790,충청남도 청양군,여,15~19세,가족,4.5
44790,충청남도 청양군,여,15~19세,비가족,4.666666667
44790,충청남도 청양군,여,20대,가족,4.333333333
44790,충청남도 청양군,여,20대,비가족,4.5
44790,충청남도 청양군,여,30대,가족,4
44790,충청남도 청양군,여,30대,비가족,4
44790,충청남도 청양군,여,40대,가족,4.125
44790,충청남도 청양군,여,50대,가족,4.055555556
44790,충청남도 청양군,여,50대,비가족,3.777777778
44790,충청남도 청양군,여,60대,가족,3.888888889
44790,충청남도 청양군,여,60대,비가족,3
44790,충청남도 청양군,여,70세 이상,가족,4
44790,충청남도 청양군,여,70세 이상,비가족,4.166666667
44825,충청남도 태안군,남,15~19세,가족,4.083333333
44825,충청남도 태안군,남,15~19세,비가족,4.222222222
44825,충청남도 태안군,남,20대,가족,4.185185185
44825,충청남도 태안군,남,20대,비가족,4.086956522
44825,충청남도 태안군,남,30대,가족,4.141025641
44825,충청남도 태안군,남,30대,비가족,4.093333333
44825,충청남도 태안군,남,40대,가족,4.177083333
44825,충청남도 태안군,남,40대,비가족,4.151515152
44825,충청남도 태안군,남,50대,가족,4.177777778
44825,충청남도 태안군,남,50대,비가족,3.96969697
44825,충청남도 태안군,남,60대,가족,4.083333333
44825,충청남도 태안군,남,60대,비가족,4.037037037
44825,충청남도 태안군,남,70세 이상,가족,3.976190476
44825,충청남도 태안군,남,70세 이상,비가족,4.166666667
44825,충청남도 태안군,여,15~19세,가족,4.333333333
44825,충청남도 태안군,여,15~19세,비가족,4
44825,충청남도 태안군,여,20대,가족,4.060606061
44825,충청남도 태안군,여,20대,비가족,4.114942529
44825,충청남도 태안군,여,30대,가족,4.166666667
44825,충청남도 태안군,여,30대,비가족,3.968253968
44825,충청남도 태안군,여,40대,가족,4.106918239
44825,충청남도 태안군,여,40대,비가족,4.066666667
44825,충청남도 태안군,여,50대,가족,4.203703704
44825,충청남도 태안군,여,50대,비가족,4.115384615
44825,충청남도 태안군,여,60대,가족,4.093333333
44825,충청남도 태안군,여,60대,비가족,4.357142857
44825,충청남도 태안군,여,70세 이상,가족,4.1
44825,충청남도 태안군,여,70세 이상,비가족,4.117647059
44800,충청남도 홍성군,남,20대,비가족,4.111111111
44800,충청남도 홍성군,남,30대,가족,4
44800,충청남도 홍성군,남,30대,비가족,4.111111111
44800,충청남도 홍성군,남,40대,가족,4.166666667
44800,충청남도 홍성군,남,40대,비가족,3.791666667
44800,충청남도 홍성군,남,50대,가족,4.125
44800,충청남도 홍성군,남,50대,비가족,4
44800,충청남도 홍성군,남,60대,가족,4.2
44800,충청남도 홍성군,남,60대,비가족,3.933333333
44800,충청남도 홍성군,남,70세 이상,가족,3.666666667
44800,충청남도 홍성군,남,70세 이상,비가족,4
44800,충청남도 홍성군,여,20대,비가족,4.111111111
44800,충청남도 홍성군,여,30대,가족,4.25
44800,충청남도 홍성군,여,30대,비가족,4
44800,충청남도 홍성군,여,40대,가족,4.111111111
44800,충청남도 홍성군,여,40대,비가족,4
44800,충청남도 홍성군,여,50대,가족,4.047619048
44800,충청남도 홍성군,여,50대,비가족,4.111111111
44800,충청남도 홍성군,여,60대,가족,4.333333333
44800,충청남도 홍성군,여,60대,비가족,4
44800,충청남도 홍성군,여,70세 이상,가족,3.666666667
44800,충청남도 홍성군,여,70세 이상,비가족,3.777777778
43760,충청북도 괴산군,남,15~19세,가족,4.25
43760,충청북도 괴산군,남,20대,가족,4.333333333
43760,충청북도 괴산군,남,20대,비가족,4.25
43760,충청북도 괴산군,남,30대,가족,4
43760,충청북도 괴산군,남,30대,비가족,4.466666667
43760,충청북도 괴산군,남,40대,가족,4
43760,충청북도 괴산군,남,40대,비가족,3.916666667
